soil_type,rainfall_mm,temp_high_c,temp_low_c,temp_avg_c,humidity_percent,sunlight_hours,wind_speed_kmph,recommended_crop
Alluvial,90.84362245,31.15116061,21.06101881,26.10608971,81.771578,4.533496251,13.20872952,Cotton
Red,192.9814025,37.12819487,24.90929476,31.01874482,58.2000724,5.896142925,14.11739308,Groundnut
Red,344.6400719,26.8170409,22.95267312,24.88485701,58.0650928,4.818279714,4.971189575,Bajra
Laterite,282.8190272,31.79985052,18.58830484,25.19407768,85.08802163,5.962225537,12.79919327,Rice
Laterite,268.4355405,32.0171538,19.38744675,25.70230028,73.09945084,5.776812259,7.697785322,Rice
Black,240.2435014,36.78413744,21.24237996,29.0132587,54.67592163,8.699160618,10.53249664,Wheat
Red,327.9088162,33.06094583,20.33461092,26.69777837,85.75570332,7.942986056,4.820098557,Rice
Alluvial,297.4431614,35.12143521,16.43127986,25.77635753,58.18178373,7.570320411,8.927777846,Maize
Black,169.7286121,35.67634496,16.10631737,25.89133117,83.85809167,4.637443312,7.767447487,Maize
Sandy,238.951223,31.32264727,19.08955177,25.20609952,80.87527922,4.061015362,10.18131241,Maize
Red,239.9535552,28.27338777,18.45695994,23.36517385,57.26390867,8.542252807,10.00070154,Maize
Black,381.5491689,26.99356824,20.86229832,23.92793328,70.23554716,7.057271177,3.217322206,Wheat
Red,257.5370168,26.32876463,24.18750522,25.25813493,81.60338548,4.115113024,10.81640653,Rice
Alluvial,251.7009261,32.8872956,19.24130671,26.06430116,79.45776942,8.671835074,14.10682215,Rice
Alluvial,89.63331604,37.80293559,23.38898086,30.59595823,54.98650725,8.604209413,13.43875634,Soybean
Laterite,256.9464025,30.18703515,15.54761639,22.86732577,63.40788967,8.014267243,3.055584276,Maize
Alluvial,89.99355502,30.38855959,23.63518141,27.0118705,86.91840927,6.328500612,8.770043737,Maize
Alluvial,255.4738784,25.42700671,24.12749463,24.77725067,59.92905771,6.88815977,4.986159809,Wheat
Sandy,370.1960654,29.71112069,20.8058835,25.2585021,75.29057152,4.065472283,10.96244846,Rice
Alluvial,386.3746111,26.93261546,19.14624124,23.03942835,53.41398672,8.984371259,9.026340124,Wheat
Alluvial,158.4779242,30.1651355,19.26788905,24.71651228,81.99128088,5.746934995,8.618781941,Wheat
Alluvial,62.79238375,31.13687029,20.64841133,25.89264081,52.62834558,7.877638083,8.439466017,Wheat
Red,218.3807819,31.46115533,22.65356281,27.05735907,54.11925917,5.671814057,3.906040366,Maize
Laterite,180.6582607,28.51968075,21.43999543,24.97983809,66.34936684,4.126931778,4.873831168,Maize
Black,353.447816,30.30379844,20.51722595,25.4105122,60.15554256,4.980565498,9.066094549,Groundnut
Alluvial,329.9706299,27.32108061,21.52746108,24.42427084,59.52731124,4.497206964,5.918066292,Wheat
Laterite,386.9272615,37.27732643,16.41081849,26.84407246,66.25569233,5.619950306,4.043100179,Groundnut
Black,79.9279858,27.70252132,15.26532204,21.48392168,57.2574174,6.915207805,8.057094607,Wheat
Alluvial,336.1052466,29.44362557,17.59423433,23.51892995,65.18769633,6.951474713,6.21676369,Wheat
Sandy,170.8172507,35.0598488,18.62757895,26.84371387,84.4427208,5.097552625,14.69456718,Maize
Red,99.03961152,36.29008369,19.87431198,28.08219783,85.78208908,7.99927628,8.102562054,Bajra
Laterite,229.3601796,34.64193027,21.98845853,28.3151944,66.10200174,5.090115537,10.74065001,Groundnut
Red,96.29667389,36.70743992,21.91221858,29.30982925,77.32735426,8.11291938,9.355940144,Bajra
Black,251.7807664,28.56271787,20.54178003,24.55224895,76.05681553,8.148709019,5.477055261,Rice
Black,99.00648853,28.42788943,17.66498393,23.04643668,79.28738314,5.253653303,10.59717676,Bajra
Black,370.0441811,30.44401682,18.83138528,24.63770105,70.75670821,4.234829834,4.995400425,Rice
Laterite,114.5298222,26.17438049,22.70985926,24.44211987,52.72998821,8.185394954,8.246320756,Cotton
Alluvial,302.5365014,32.93526067,24.49306797,28.71416432,65.86597492,8.770434683,4.620015329,Rice
Black,60.91409727,28.40943258,20.95077931,24.68010594,52.05703254,6.481831236,10.16211419,Wheat
Alluvial,319.8192713,26.38577729,15.75137782,21.06857755,79.12755025,6.477456581,11.26082876,Wheat
Black,210.8885295,25.98713433,15.77765344,20.88239389,50.09357563,8.838496941,3.063045823,Wheat
Red,176.3408639,26.19056695,24.17313575,25.18185135,55.47274524,8.751186769,8.352069275,Maize
Red,239.6653316,36.34829587,22.32224886,29.33527237,82.26244591,7.293916834,11.30731877,Groundnut
Alluvial,366.1773344,33.40664395,21.93175211,27.66919803,52.06383227,7.349587323,3.529985253,Soybean
Alluvial,113.2013708,32.383288,24.15488298,28.26908549,51.35783914,7.487101336,6.568188088,Wheat
Laterite,380.4932712,31.16478482,23.62042651,27.39260566,83.78197594,5.595502366,12.94698569,Rice
Alluvial,277.5585727,29.74106424,20.60677194,25.17391809,69.24247535,8.424991783,9.363181592,Maize
Black,303.66837,25.84963243,18.15290338,22.0012679,71.5796517,7.953615824,6.825030035,Wheat
Black,232.0588385,30.54862174,23.76665378,27.15763776,66.70024336,6.309714253,14.88409576,Maize
Laterite,356.1455854,31.87618274,24.39067699,28.13342986,81.95132943,8.989670553,7.208541785,Rice
Alluvial,190.6758198,31.23838306,21.27505463,26.25671885,84.94708457,8.920417346,12.21928097,Maize
Alluvial,167.7296623,31.79274949,22.32271807,27.05773378,50.13385448,6.336553833,6.564034517,Maize
Black,153.7078422,28.03690076,15.4209319,21.72891633,50.71495739,8.938611949,8.133277605,Wheat
Alluvial,187.0705492,26.61768824,24.56415698,25.59092261,81.91957289,5.294913258,10.06265075,Maize
Laterite,366.3033885,37.85940383,22.43352823,30.14646603,52.59945638,6.007901182,13.05390882,Groundnut
Sandy,340.7248812,26.56440391,15.46945357,21.01692874,65.36362446,4.183659687,14.48724316,Groundnut
Sandy,70.2449368,37.59833419,23.83785885,30.71809652,87.11009133,8.974539113,5.086742991,Bajra
Black,230.3367735,31.38542243,24.96335776,28.17439009,85.89744592,6.316903741,10.4752486,Bajra
Alluvial,257.5289772,32.5411207,15.91486837,24.22799454,85.09843451,5.328000213,4.554179055,Rice
Alluvial,65.53183224,36.07851593,15.35422368,25.71636981,63.16205461,8.657947442,11.82255185,Wheat
Red,180.440981,28.37679919,22.23420114,25.30550016,69.8350294,4.40523108,5.642198423,Maize
Sandy,363.0679758,37.88917936,15.61517026,26.75217481,85.31625077,6.580395102,13.87816463,Rice
Laterite,171.7332228,33.81420998,20.65731964,27.23576481,60.68113081,8.393149932,12.56911226,Maize
Red,347.7036052,36.27482461,22.08362977,29.17922719,83.48053313,7.487357308,11.16168926,Rice
Laterite,313.4508238,27.06186637,23.80870759,25.43528698,84.87374111,4.146236415,12.90980101,Rice
Black,336.9814211,27.9721271,24.08701309,26.0295701,50.04480446,6.780908675,12.07962965,Cotton
Black,150.4633466,33.02004994,24.81186178,28.91595586,75.27254108,5.299017905,10.60806844,Cotton
Sandy,322.9458883,26.3907483,22.61027903,24.50051366,71.65066315,8.814960019,7.102465992,Rice
Red,112.8240632,34.79808484,22.88806982,28.84307733,56.95013901,7.854270543,14.36757466,Bajra
Alluvial,319.8445024,34.21143606,19.73573888,26.97358747,52.31681842,4.373472089,13.22897591,Groundnut
Sandy,206.0854075,33.41845736,20.94395859,27.18120798,65.34449042,4.328130723,12.85815537,Maize
Laterite,138.3780624,25.01338324,16.58938283,20.80138304,68.74157667,8.721518175,4.226323436,Groundnut
Alluvial,107.2683374,35.33252413,21.93682226,28.6346732,58.83078451,4.411905228,11.16599162,Groundnut
Laterite,145.6408344,37.36122631,16.51057892,26.93590261,67.29339204,8.718079601,8.036727803,Groundnut
Laterite,387.5821653,34.88122302,19.42298762,27.15210532,62.47807962,5.603713702,11.69307207,Groundnut
Black,124.5866464,25.40474308,21.51666825,23.46070567,64.74105375,8.321791249,8.67851888,Wheat
Red,114.9339305,36.29210118,22.76596853,29.52903486,80.83687379,8.223916141,12.13228789,Bajra
Laterite,328.8792398,28.82418365,24.11836035,26.471272,88.70045054,4.927294373,8.545167489,Rice
Alluvial,262.5572569,28.21801942,20.58412673,24.40107307,59.0216057,4.804127345,10.8182336,Wheat
Sandy,144.1476916,35.36826831,18.10361959,26.73594395,68.20880596,4.0581027,3.869362654,Bajra
Black,217.9785922,32.80026713,17.91662579,25.35844646,77.79927545,8.300611986,12.35821187,Maize
Laterite,218.1774315,26.36409232,17.42045016,21.89227124,89.46650373,4.712477715,8.986657841,Maize
Red,295.8627397,32.27543289,15.09770847,23.68657068,63.05845233,6.588558217,4.05439799,Maize
Sandy,78.87798705,35.71868261,18.57801351,27.14834806,62.88378809,8.887331932,5.410309078,Bajra
Black,330.2053447,27.60195318,16.67482582,22.1383895,54.18271361,7.182151248,11.47770872,Wheat
Alluvial,377.6742862,25.67562669,20.41296335,23.04429502,78.36242078,8.354845619,11.56904319,Wheat
Red,168.8075674,35.59272648,15.80114846,25.69693747,85.79266624,6.737961881,12.80757324,Maize
Black,218.316341,25.52980338,16.63999481,21.08489909,67.54428866,7.624132799,10.11934378,Wheat
Red,105.840638,36.33318637,17.19213987,26.76266312,89.03461023,5.684478959,5.185414988,Bajra
Sandy,280.5477214,31.47654431,20.55363551,26.01508991,78.76807113,5.142273707,14.95600699,Rice
Alluvial,222.6468964,26.05984436,19.03261361,22.54622899,58.822445,6.091998943,5.442939364,Wheat
Red,110.9676678,37.49014717,19.15907366,28.32461042,83.84981168,7.143824091,11.82420358,Bajra
Red,226.6957087,32.0629068,20.13995868,26.10143274,73.52233512,4.146972229,7.746182038,Maize
Red,355.6981333,36.70912423,19.21720927,27.96316675,61.07311189,6.961751643,13.94836015,Groundnut
Red,184.3465032,31.05556649,23.35998064,27.20777356,59.43168376,7.880001035,7.863722197,Maize
Black,133.1401637,37.62813622,16.80976953,27.21895287,84.17540373,6.461389282,5.966772893,Cotton
Red,191.7572797,32.7079392,20.79414899,26.7510441,76.50485116,4.47630754,10.82547895,Maize
Alluvial,389.2943128,28.35573463,21.56736665,24.96155064,63.00760257,7.867365628,4.570483929,Wheat
Sandy,132.95975,28.0507625,23.8370967,25.9439296,67.68097495,5.654446815,8.385330886,Bajra
Red,340.1091781,30.60153781,17.48714273,24.04434027,74.68579946,7.533886084,5.004502895,Rice
Red,182.7755065,32.87199605,18.56732053,25.71965829,71.34047701,7.908951649,11.46462713,Maize
Red,352.4756622,32.25582324,20.3990584,26.32744082,51.36751064,8.933464902,4.475649702,Bajra
Red,68.09389303,33.32003857,17.24701177,25.28352517,57.2004175,4.442777921,4.239707485,Bajra
Laterite,64.55050067,26.92846161,24.86630123,25.89738142,88.60474786,4.024699905,14.42174143,Groundnut
Black,390.5842118,32.54145899,17.5422458,25.04185239,70.86920187,5.713267441,9.386939866,Rice
Sandy,100.2398267,37.2176573,22.32898918,29.77332324,56.49527579,4.941745419,11.7699537,Bajra
Sandy,205.3125768,36.28584931,16.77149789,26.5286736,77.70503809,8.190576448,14.33537063,Maize
Black,56.1305968,28.17391478,23.30877191,25.74134334,84.58435344,7.842596823,4.357317829,Cotton
Alluvial,291.3343629,33.79467402,17.15675152,25.47571277,76.35541881,5.969322028,10.81479572,Rice
Black,172.0007835,27.07073679,21.04953923,24.06013801,62.72446214,8.332193338,14.92004325,Wheat
Sandy,323.8349194,32.37121139,22.38449209,27.37785174,85.14062245,6.020701608,6.924397939,Rice
Laterite,332.7460797,34.90970675,22.97813649,28.94392162,67.42333259,8.089171081,4.442508664,Groundnut
Alluvial,164.9334298,33.19271373,21.09831805,27.14551589,72.53755709,5.902098521,9.58199666,Maize
Alluvial,133.1404458,29.85227329,17.27269627,23.56248478,52.92783695,7.017242967,11.01855358,Wheat
Black,315.7705148,31.50578902,20.42363665,25.96471283,88.05914239,8.235836807,13.97083819,Rice
Sandy,169.4367397,29.94254304,18.98822781,24.46538543,73.20689477,6.668012734,10.29486111,Maize
Black,300.4218175,31.77604372,23.22393419,27.49998896,67.23448366,8.483571449,3.855363241,Soybean
Alluvial,279.1425785,29.94096862,16.97154127,23.45625494,69.16732918,4.972791616,4.995979293,Wheat
Red,139.8717987,28.70334773,18.07289965,23.38812369,82.12103591,6.695806383,6.73569239,Groundnut
Red,301.1725251,30.19876769,24.76725239,27.48301004,82.92696062,6.612405203,4.47867185,Rice
Red,113.5034217,31.82712399,22.09046262,26.9587933,54.27507692,6.836561098,6.078753404,Bajra
Red,198.5845988,26.13150651,23.15748644,24.64449647,64.94038732,6.632495971,4.347652133,Maize
Sandy,260.5641371,35.64945517,23.84206463,29.7457599,59.12319088,5.0602242,10.33177187,Wheat
Alluvial,343.951456,36.7003006,18.53421379,27.6172572,59.47482236,7.902627576,6.297672427,Maize
Red,198.3083888,33.67814869,15.95535314,24.81675091,74.95437299,6.258838394,10.03930156,Maize
Alluvial,307.9058107,36.21636201,17.167398,26.69188,53.82858222,4.11819293,10.70365801,Cotton
Laterite,131.1814836,30.08177795,20.94476335,25.51327065,69.87067435,8.938927601,4.637277031,Groundnut
Sandy,286.5444358,30.75532057,19.45790915,25.10661486,78.98067406,4.079105459,7.093080294,Rice
Laterite,261.1267936,29.38395273,24.05524792,26.71960032,80.9049091,5.324477236,10.74347805,Rice
Red,117.1535637,29.20383031,17.26656402,23.23519716,64.19985223,4.347119214,9.228717491,Groundnut
Black,284.3609156,25.90911087,21.40168224,23.65539656,60.84589746,6.964059958,11.16158317,Wheat
Red,163.5168136,29.32902487,21.69486955,25.51194721,89.76557445,7.309195949,9.693401008,Maize
Black,206.2233229,29.33640414,20.80475007,25.07057711,53.55069576,8.80832868,10.61952055,Maize
Alluvial,109.6672784,30.32321209,19.22689113,24.77505161,82.87225776,4.006183399,6.6102373,Wheat
Red,216.2102902,29.97284164,16.19829002,23.08556583,88.96658515,4.10013178,11.8461627,Maize
Red,135.2798506,33.73025977,15.92929144,24.82977561,60.28189066,7.939509941,13.3762343,Groundnut
Sandy,339.1236706,35.16636514,22.08744698,28.62690606,51.44641522,5.51564178,6.157350839,Wheat
Alluvial,80.67496137,37.1804517,20.53802241,28.85923705,62.22097243,5.984907585,8.366430486,Cotton
Black,230.4877997,36.95209565,19.96963483,28.46086524,89.68632059,8.257124789,5.502126172,Soybean
Alluvial,90.72823926,35.62684621,18.80623293,27.21653957,85.11897282,8.340283451,12.6711048,Soybean
Red,336.5572514,29.19286371,15.22893825,22.21090098,56.15164599,5.118072172,14.48787465,Wheat
Black,337.8681973,26.72282075,23.62014482,25.17148278,86.91028762,6.435309594,10.27503525,Rice
Sandy,161.1360068,37.38636786,23.25200767,30.31918777,76.65227543,4.608809556,8.738808277,Cotton
Alluvial,131.3929754,26.03955013,22.7672363,24.40339322,54.88140208,6.971453753,14.23739009,Wheat
Red,203.829091,26.3736409,21.40826315,23.89095202,58.6415273,7.097939774,10.80241311,Maize
Laterite,185.2612944,32.33773418,16.91782456,24.62777937,58.47021403,6.423007935,12.05104253,Maize
Alluvial,200.6180121,27.21864186,15.74629814,21.48247,81.30784163,5.326937046,5.133196654,Wheat
Red,266.318086,33.23146514,17.28894605,25.26020559,59.30582154,5.104013149,5.085031148,Maize
Red,234.4645124,30.53908399,16.30710377,23.42309388,85.46416861,6.248923244,5.335470142,Maize
Laterite,194.9454134,35.75799264,22.33614381,29.04706822,80.77219575,4.055156322,7.993847978,Maize
Sandy,56.71729689,28.37757171,22.60289823,25.49023497,55.48438823,6.676550657,5.582422464,Bajra
Sandy,342.0061781,33.18088448,16.98856278,25.08472363,52.58466719,4.213166046,7.456902812,Rice
Red,276.1315432,31.49133985,17.66019278,24.57576632,55.96951112,4.635998813,13.37592471,Maize
Red,278.0987268,35.53891706,21.14081311,28.33986509,84.38260927,5.961968608,14.47466629,Rice
Alluvial,384.3671403,35.22974402,18.15406896,26.69190649,77.52538824,6.18801562,6.056047465,Rice
Black,375.6116097,28.28975963,22.81170424,25.55073193,83.00528784,6.477260517,7.636186918,Rice
Alluvial,264.8767547,25.86647653,20.18408022,23.02527837,56.00676003,7.687168844,9.14666305,Wheat
Sandy,66.74078714,25.49428403,22.46207257,23.9781783,76.36142137,8.010652791,4.264410407,Rice
Sandy,228.0027513,30.03873801,19.61946937,24.82910369,89.66353635,8.853749788,14.30778468,Maize
Laterite,114.8184488,27.26342136,15.9839565,21.62368893,76.41210879,7.821863311,6.18055714,Groundnut
Red,364.6152884,35.17230402,17.27842418,26.2253641,89.03963398,7.33675199,3.125132393,Rice
Red,265.2545388,35.07023915,21.43904254,28.25464084,71.21208533,4.209756117,14.62186533,Rice
Sandy,93.83174965,31.16636943,16.13956635,23.65296789,69.44062012,8.601485906,9.249217702,Cotton
Black,94.83351123,29.39747758,24.2808364,26.83915699,58.98462447,5.860835119,8.184922595,Cotton
Red,186.0284795,27.12788942,17.73791308,22.43290125,87.13270131,7.379911378,8.952574064,Maize
Alluvial,276.0337844,28.71678826,23.15946939,25.93812882,84.45479985,8.232571693,14.0271184,Rice
Black,272.6247673,27.87382383,24.78397279,26.32889831,79.92767624,6.789066128,5.167135178,Rice
Laterite,162.0209414,34.79143537,17.69331298,26.24237417,71.58224882,7.639735884,4.295324576,Maize
Sandy,304.0929685,35.63120929,17.13511366,26.38316148,70.23410772,8.20351514,11.79361854,Rice
Laterite,315.3647539,34.66450922,21.11940505,27.89195714,54.2372285,4.757846858,4.125083048,Cotton
